ipa,syl,son,cons,cont,delrel,lat,nas,strid,voi,sg,cg,ant,cor,distr,lab,hi,lo,back,round,velaric,tense,long,hitone,hireg
ǁ̥ˤ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,+,+,-,+,0,-,0,0
ǁˤ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,+,+,-,+,0,-,0,0
ǁˤː,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,+,+,-,+,0,+,0,0
ǁːˤ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,+,+,-,+,0,+,0,0
ǁʷˤ,-,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,+,+,+,+,0,-,0,0
ǁʼ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,0,-,+,0,-,0,0
ǁʼː,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,0,-,+,0,+,0,0
ǁʲʼ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁʼʲ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁʼʷ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,+,+,+,0,-,0,0
ǁʷʼ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,-,+,+,+,0,-,0,0
ǁˤʼ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,+,+,-,+,0,-,0,0
ǁʷˤʼ,-,-,+,-,-,+,-,-,-,-,+,+,+,-,-,+,+,+,+,+,0,-,0,0
ǁ̠ʰ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,0,-,+,0,-,0,0
ǁʰ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,0,-,+,0,-,0,0
ǁʰː,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,0,-,+,0,+,0,0
ǁʰʲ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁʲʰ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,-,+,0,-,0,0
ǁʰᶣ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,-,+,+,0,-,0,0
ǁʰˠ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,+,-,+,0,-,0,0
ǁʰʷ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,+,+,+,0,-,0,0
ǁʲʷʰ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,+,+,+,0,-,0,0
ǁʷʰ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,+,+,+,0,-,0,0
ǁʷˠʰ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,+,+,+,0,-,0,0
ǁʷʰː,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,+,+,+,0,+,0,0
ǁʰˤ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,+,+,-,+,0,-,0,0
ǁˤʰ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,+,+,-,+,0,-,0,0
ǁʷˤʰ,-,-,+,-,-,+,-,-,-,+,-,+,+,-,-,+,+,+,+,+,0,-,0,0
qⁿ,-,-,+,-,-,-,+,-,-,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɢ̃ⁿ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɢ̃,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɢⁿ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,-,-,+,-,-,0,-,0,0
ɢ̃ː,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,-,-,+,-,-,0,+,0,0
ɢ̃ˑ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,-,-,+,-,-,0,+,0,0
ʈⁿ,-,-,+,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0
ɖ̃ⁿ,-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0
ɖ̃,-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0
ɖⁿ,-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,0,-,0,0
ɖ̃ː,-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,0,+,0,0
ɖ̃ˑ,-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,0,+,0,0
tⁿ,-,-,+,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
d̃ⁿ,-,-,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
d̃,-,-,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
dⁿ,-,-,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,-,0,0
d̃ː,-,-,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,+,0,0
d̃ˑ,-,-,+,-,-,-,+,-,+,-,-,+,+,-,-,-,-,-,-,-,0,+,0,0
pⁿ,-,-,+,-,-,-,+,-,-,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
b̃ⁿ,-,-,+,-,-,-,+,-,+,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
b̃,-,-,+,-,-,-,+,-,+,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
bⁿ,-,-,+,-,-,-,+,-,+,-,-,+,-,0,+,-,-,-,-,-,0,-,0,0
b̃ː,-,-,+,-,-,-,+,-,+,-,-,+,-,0,+,-,-,-,-,-,0,+,0,0
b̃ˑ,-,-,+,-,-,-,+,-,+,-,-,+,-,0,+,-,-,-,-,-,0,+,0,0
p͡tⁿ,-,-,+,-,-,-,+,-,-,-,-,+,+,-,+,-,-,-,-,-,0,-,0,0
b͡d̃ⁿ,-,-,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,-,0,-,0,0
b͡d̃,-,-,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,-,0,-,0,0
b͡dⁿ,-,-,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,-,0,-,0,0
b͡d̃ː,-,-,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,-,0,+,0,0
b͡d̃ˑ,-,-,+,-,-,-,+,-,+,-,-,+,+,-,+,-,-,-,-,-,0,+,0,0
ɢ̃ˤ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,-,+,+,-,-,0,-,0,0
ɖ̃ˤ,-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,-,+,+,-,-,0,-,0,0
d̃ˤ,-,-,+,-,-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,-,0,-,0,0
b̃ˤ,-,-,+,-,-,-,+,-,+,-,-,+,-,0,+,-,+,+,-,-,0,-,0,0
b͡d̃ˤ,-,-,+,-,-,-,+,-,+,-,-,+,+,-,+,-,+,+,-,-,0,-,0,0
cⁿ,-,-,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɟ̃ⁿ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɟ̃,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɟⁿ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,-,0,0
ɟ̃ː,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0
ɟ̃ˑ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,-,-,-,0,+,0,0
kⁿ,-,-,+,-,-,-,+,-,-,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ̃ⁿ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ̃,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡⁿ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,-,0,0
ɡ̃ː,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ɡ̃ˑ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,-,+,-,-,0,+,0,0
ǂⁿ,-,-,+,-,-,-,+,-,-,-,-,-,+,+,-,+,-,0,-,+,0,-,0,0
ǃⁿ,-,-,+,-,-,-,+,-,-,-,-,+,+,-,-,+,-,0,-,+,0,-,0,0
ǀⁿ,-,-,+,-,-,-,+,-,-,-,-,+,+,+,-,+,-,0,-,+,0,-,0,0
ʘⁿ,-,-,+,-,-,-,+,-,-,-,-,0,-,0,+,+,-,0,-,+,0,-,0,0
k͡pⁿ,-,-,+,-,-,-,+,-,-,-,-,0,-,0,+,+,-,0,-,-,0,-,0,0
ɡ͡b̃ⁿ,-,-,+,-,-,-,+,-,+,-,-,0,-,0,+,+,-,0,-,-,0,-,0,0
ɡ͡b̃,-,-,+,-,-,-,+,-,+,-,-,0,-,0,+,+,-,0,-,-,0,-,0,0
ɡ͡bⁿ,-,-,+,-,-,-,+,-,+,-,-,0,-,0,+,+,-,0,-,-,0,-,0,0
ɡ͡b̃ː,-,-,+,-,-,-,+,-,+,-,-,0,-,0,+,+,-,0,-,-,0,+,0,0
ɡ͡b̃ˑ,-,-,+,-,-,-,+,-,+,-,-,0,-,0,+,+,-,0,-,-,0,+,0,0
ɡ̃ˤ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,+,-,-,0,-,0,0
ɟ̃ˤ,-,-,+,-,-,-,+,-,+,-,-,-,-,0,-,+,+,+,-,-,0,-,0,0
ɡ͡b̃ˤ,-,-,+,-,-,-,+,-,+,-,-,0,-,0,+,+,+,+,-,-,0,-,0,0
ʔⁿ,-,-,+,-,-,-,+,-,-,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ɢ̰̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ʛ̰̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ʛ̃ⁿ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ʛ̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ʛⁿ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,-,0,0
ʛ̃ː,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,+,0,0
ʛ̃ˑ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,-,+,-,-,0,+,0,0
ɖ̰̃,-,-,+,-,-,-,+,-,+,-,+,-,+,-,-,-,-,-,-,-,0,-,0,0
d̰̃,-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ɗ̰̃,-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ɗ̃ⁿ,-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ɗ̃,-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ɗⁿ,-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,-,0,0
ɗ̃ː,-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,+,0,0
ɗ̃ˑ,-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,-,-,-,-,0,+,0,0
b̰̃,-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
ɓ̰̃,-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
ɓ̃ⁿ,-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
ɓ̃,-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
ɓⁿ,-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,-,0,0
ɓ̃ː,-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,+,0,0
ɓ̃ˑ,-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,-,-,-,-,0,+,0,0
b͡d̰̃,-,-,+,-,-,-,+,-,+,-,+,+,+,-,+,-,-,-,-,-,0,-,0,0
ʛ̃ˤ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,-,+,+,-,-,0,-,0,0
ɗ̃ˤ,-,-,+,-,-,-,+,-,+,-,+,+,+,-,-,-,+,+,-,-,0,-,0,0
ɓ̃ˤ,-,-,+,-,-,-,+,-,+,-,+,+,-,0,+,-,+,+,-,-,0,-,0,0
ɟ̰̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0
ʄ̰̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0
ʄ̃ⁿ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0
ʄ̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0
ʄⁿ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,-,0,0
ʄ̃ː,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,+,0,0
ʄ̃ˑ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,-,-,-,0,+,0,0
ɡ̰̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ɠ̰̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ɠ̃ⁿ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ɠ̃,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ɠⁿ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,-,0,0
ɠ̃ː,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,+,0,0
ɠ̃ˑ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,-,+,-,-,0,+,0,0
ɡ͡b̰̃,-,-,+,-,-,-,+,-,+,-,+,0,-,0,+,+,-,0,-,-,0,-,0,0
ɠ̃ˤ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,+,+,-,-,0,-,0,0
ʄ̃ˤ,-,-,+,-,-,-,+,-,+,-,+,-,-,0,-,+,+,+,-,-,0,-,0,0
ǁⁿ,-,-,+,-,-,+,+,-,-,-,-,+,+,-,-,+,-,0,-,+,0,-,0,0
ʈ͡ʂ̟,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,0,-,-,0,-,0,0
ʈ͡ʂ̠,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,0,-,-,0,-,0,0
ɖ͡ʐ̠̊,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,0,-,-,0,-,0,0
ʈ͡ʂ̠̊,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,0,-,-,0,-,0,0
ɖ͡ʐ̥,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,0,-,-,0,-,0,0
ʈ͡ʂ̥,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,0,-,-,0,-,0,0
ʈ͡ʂ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,0,-,-,0,-,0,0
ʈ͡ʂ̺,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,0,-,-,0,-,0,0
ɖ͡ʐ̊,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,0,-,-,0,-,0,0
ʈ͡ʂ̊,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,0,-,-,0,-,0,0
ɖ͡ʐ̟,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,0,0,-,-,0,-,0,0
ɖ͡ʐ̠,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,0,0,-,-,0,-,0,0
ɖ͡ʐ,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,0,0,-,-,0,-,0,0
ɖ͡ʐ̺,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,0,0,-,-,0,-,0,0
ʈ͡ʂ̬,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,0,0,-,-,0,-,0,0
ʈ͡ʂː,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,0,-,-,0,+,0,0
ɖ͡ʐ̥ː,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,0,-,-,0,+,0,0
ʈ͡ʂ̥ː,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,0,-,-,0,+,0,0
ʈ͡ʂ̟ː,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,0,-,-,0,+,0,0
ʈ͡ʂˑ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,0,0,-,-,0,+,0,0
ɖ͡ʐː,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,0,0,-,-,0,+,0,0
ɖ͡ʐ̟ː,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,0,0,-,-,0,+,0,0
ɖ͡ʐˑ,-,-,+,-,+,-,-,+,+,-,-,-,+,-,-,0,0,0,-,-,0,+,0,0
ʈ͡ʂ̻,-,-,+,-,+,-,-,+,-,-,-,-,+,+,-,0,0,0,-,-,0,-,0,0
ɖ͡ʐ̻,-,-,+,-,+,-,-,+,+,-,-,-,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡s̪̺,-,-,+,-,+,-,-,+,-,-,-,+,+,-,-,0,0,0,-,-,0,-,0,0
t̪͡θ̺,-,-,+,-,+,-,-,-,-,-,-,+,+,-,-,0,0,0,-,-,0,-,0,0
d̪͡z̪̺,-,-,+,-,+,-,-,+,+,-,-,+,+,-,-,0,0,0,-,-,0,-,0,0
d̪͡ð̺,-,-,+,-,+,-,-,-,+,-,-,+,+,-,-,0,0,0,-,-,0,-,0,0
t̪͡s̪̟,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡θ̟,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡s̪̠,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡θ̠,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡z̪̪̊,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡ð̪̊,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡s̪̪̊,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡θ̪̊,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡z̪̠̊,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡ð̠̊,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡s̪̠̊,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡θ̠̊,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡s̪̪,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡θ̪,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡z̪̥,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡ð̥,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡s̪̥,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡θ̥,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡s̪,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡θ,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡s̪̻,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡z̪̊,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡ð̊,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡s̪̊,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡θ̊,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡θ̻,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡z̪̟,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡ð̟,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡z̪̠,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡ð̠,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡z̪̪,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡ð̪,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡z̪,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡ð,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡z̪̻,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
d̪͡ð̻,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡s̪̬,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡θ̬,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,0,0,-,-,0,-,0,0
t̪͡s̪ː,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,+,0,0
t̪͡θː,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,+,0,0
d̪͡z̪̥ː,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,+,0,0
d̪͡ð̥ː,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,+,0,0
t̪͡s̪̥ː,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,+,0,0
t̪͡θ̥ː,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,+,0,0
t̪͡s̪̟ː,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,+,0,0
t̪͡θ̟ː,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,+,0,0
t̪͡s̪ˑ,-,-,+,-,+,-,-,+,-,-,-,+,+,+,-,0,0,0,-,-,0,+,0,0
t̪͡θˑ,-,-,+,-,+,-,-,-,-,-,-,+,+,+,-,0,0,0,-,-,0,+,0,0
d̪͡z̪ː,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,0,0,-,-,0,+,0,0
d̪͡ðː,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,0,0,-,-,0,+,0,0
d̪͡z̪̟ː,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,0,0,-,-,0,+,0,0
d̪͡ð̟ː,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,0,0,-,-,0,+,0,0
d̪͡z̪ˑ,-,-,+,-,+,-,-,+,+,-,-,+,+,+,-,0,0,0,-,-,0,+,0,0
d̪͡ðˑ,-,-,+,-,+,-,-,-,+,-,-,+,+,+,-,0,0,0,-,-,0,+,0,0
p͡ɸ̟,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
p͡ɸ̠,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
b͡β̠̊,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
p͡ɸ̠̊,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
b͡β̥,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
p͡ɸ̥,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
p͡ɸ,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
b͡β̊,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
p͡ɸ̊,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
b͡β̟,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
b͡β̠,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
p͡ɸ̬,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
b͡β,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,0,0,0,-,-,0,-,0,0
b͡β̥ː,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,0,-,-,0,+,0,0
p͡ɸ̥ː,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,0,-,-,0,+,0,0
p͡ɸː,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,0,-,-,0,+,0,0
p͡ɸ̟ː,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,0,-,-,0,+,0,0
p͡ɸˑ,-,-,+,-,+,-,-,-,-,-,-,+,-,0,+,0,0,0,-,-,0,+,0,0
b͡βː,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,0,0,0,-,-,0,+,0,0
b͡β̟ː,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,0,0,0,-,-,0,+,0,0
b͡βˑ,-,-,+,-,+,-,-,-,+,-,-,+,-,0,+,0,0,0,-,-,0,+,0,0
ɖ͡ʐ̥ˤ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,+,+,-,-,0,-,0,0
ʈ͡ʂ̥ˤ,-,-,+,-,+,-,-,+,-,-,-,-,+,-,-,0,+,+,-,-,0,-,0,0
